stake_address,overlap_type,emurgo_outputs,emurgo2_outputs,emurgo_ada,emurgo2_ada
stake1uyjmg4lmd83gtrkl2ueley8cpczqfw0z2u0hswqf4jj08yghfsr02,BOTH_EMURGO_SEEDS,1,1,22.0000000000000000,22.0000000000000000
stake1uxpmhetk9wmpwfs8p5xn5uwyqvffqgjhz837xc6a2rf9negtpw2d0,BOTH_EMURGO_SEEDS,1,1,22.0000000000000000,22.0000000000000000
stake1u8jrvpfxep0zgkm52jta7plmpgwngjdn26m69dewsph2rgq6zt8aq,BOTH_EMURGO_SEEDS,1,1,22.0000000000000000,22.0000000000000000
stake1u9ar5t7q4ss4ty78teavsy35c5kfmtgkm3k7lmeqjc5stgshpyx7y,BOTH_EMURGO_SEEDS,1,1,22.0000000000000000,22.0000000000000000
stake1ux48g2px6z27vaa78rvxkz3zjcp296rm2mcuheagj5cetcsdsfgj9,BOTH_EMURGO_SEEDS,1,1,21.9870000000000000,21.9870000000000000
stake1uxkhsnxljrz7x487xyp00ms4htjrll89a3vtx0tj68ydgwsx3rkkj,BOTH_EMURGO_SEEDS,1,1,21.9762640000000000,21.9762640000000000
stake1uy007dusrwum6th32ln2sph38dsnjeywpchmzralz7ur4zqg2agce,BOTH_EMURGO_SEEDS,1,1,21.9597640000000000,21.9597640000000000
stake1u8n36r00gmlws5rrccrmlv5a3tp9t7qhj905cah7mzhx4nglwn3qq,BOTH_EMURGO_SEEDS,2,2,21.8257430000000000,21.8257430000000000
stake1u85saw3cxr2d6jhd8rpc9sdlrrxvwr3uvskchxp0tgskt4qc96hrl,BOTH_EMURGO_SEEDS,1,1,21.4775000000000000,21.4775000000000000
stake1u9k3kcnaxqhywzpj39k6qk9h57rq3322cgl69npep6zgmmsara0u8,BOTH_EMURGO_SEEDS,1,1,21.4761120000000000,21.4761120000000000
stake1u9ppvhx9dmrc78xwnzg7ue35ng3znlf0rhwjyzge78xegeq9dqn9c,BOTH_EMURGO_SEEDS,1,1,21.4500000000000000,21.4500000000000000
stake1u8x3le7r8zxgunj03lk7u4t3zfd6vv09knnlvkuznne9m3s0nw97l,BOTH_EMURGO_SEEDS,1,1,21.3209470000000000,21.3209470000000000
stake1uys0eelykcpkl8l9288dl8wukxey4qxzqw5sapd6vc5sjdc56j6yj,BOTH_EMURGO_SEEDS,1,1,21.2777000000000000,21.2777000000000000
stake1uxgr0vcq8eput9v7hn9vay6dztzdnehle60gtvdm03gf9ncu74k9j,BOTH_EMURGO_SEEDS,1,1,21.0000000000000000,21.0000000000000000
stake1u9fg4c292gzc7q6w7uamfrten3p7pk6xfge424nukflpqpgey2f46,BOTH_EMURGO_SEEDS,1,1,20.9747510000000000,20.9747510000000000
stake1uxegq8dhq24kf52zfx2daytgn35w86t0ly8tyqmateph4ycchpd87,BOTH_EMURGO_SEEDS,1,1,20.9074860000000000,20.9074860000000000
stake1ux8cn7qvfrx4x6cmhy40p8mllsvq53jg0w7gj9ktmtrkyrqgaxmgx,BOTH_EMURGO_SEEDS,1,1,20.7773650000000000,20.7773650000000000
stake1u8x8jmpsh2ynldpumuq7zpmqhd77ajv0089jkz3zphdmhwgw26ctf,BOTH_EMURGO_SEEDS,1,1,20.5372680000000000,20.5372680000000000
stake1u9e8294etn29ey3n9hgr0ppzua9vgyjk5e2lp68exc5rnjqwgwf25,BOTH_EMURGO_SEEDS,1,1,20.5000000000000000,20.5000000000000000
stake1u9jh96weksracaylp7mkc6hvt69g30d5ghasuq3gkgwraccgwl6dp,BOTH_EMURGO_SEEDS,1,1,20.4358550000000000,20.4358550000000000
stake1u8tvr20e6xr3f68ywzxc37vlu7nf799f9pz5kn4ga23hvmgzsr28z,BOTH_EMURGO_SEEDS,1,1,20.3759480000000000,20.3759480000000000
stake1u8h57q5fvywznuggq3mddfxnv97pdzzccxju6amuyu25musptnmu5,BOTH_EMURGO_SEEDS,1,1,20.1056870000000000,20.1056870000000000
stake1u9neq4mvz22n74x9qtgkpvxxxttjtvqa5qkpxvn0g64metqq3rzfa,BOTH_EMURGO_SEEDS,1,1,20.1000000000000000,20.1000000000000000
stake1uxzrpea9l9uvl7xscy3g40cr55jsf748p99zwpw6rqysvucgekcaz,BOTH_EMURGO_SEEDS,1,1,20.0614290000000000,20.0614290000000000
stake1u8ukvt3eqf7tve5fhaq3qd9zenme53ghyswtym4ml4gh63gs4n08c,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1ux2f4707zytp4645vxgph2vchpvcxhcz32y588w8g6zfetg8ck3j3,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u887q6j3cu089c0hrvkph07cfx5x4dne4tdh8ahfdqn0shqszgzsz,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u9rctrea0ce3szn8gzgjpx2g7xtkf8ranl4fy7aa9kssvtqwfvje5,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1uyfh9tslvpunjkq7zlathe0ewlupx32kg67wx4lf06f88cchjrm20,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1uy7f8w2hgz9ksqe20rrfhj5rce25cdfc4wg66zcnx6qhmlc494fyz,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u9ua5knf4tkp87zljf6f8vd5ughaw3zwgculcn095khstwcuxz49f,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1uxguxfzwysw5qj00x4nhw32mt9g57hz05eldele2jn6sw0gdj7zqm,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1uyf6784egq2jn5k8lgqyhj0grtgph05rcmuv3vq823nsr9grrd6wg,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u8kmk39ypf8el3dj3p558k3j5lc76mvmua0e3wzkqwhw6kgnl520c,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1uyany58qw2sf09rhrm3kvqrdxptxq0c72hp7s2j9fuujv7su0gah9,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u8mcfjws2z2zc6z4608dm72rfnt42xe4s4l3uln422pnhzqa6fyns,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1uxyw073r7gxk47kxk7rcky90vqxdngl8gpje3nmda9vef0cr5skm6,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1uxgv9wmt5zmvyktfklvzq3jg7rtv2twd5er33ruml0stapczyry4z,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u8a2qf75w5pq0eggtuql0k3jkmq7nuys4nzq2f873vt8xrsrt8kqp,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u92u8k2nmulfgjeydrrfg7fk0e2ck3u2lfpqndn4mkpzv3crfx6zr,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u9ssjgnm9s44vcwn9gz9m0udvgah342903gajvyefsp4xaq6fvgxu,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u92a2vgpdevtyxethk334lh5ezrm24gmpejeaymv8tcuz9cjlshca,BOTH_EMURGO_SEEDS,1,1,20.0000000000000000,20.0000000000000000
stake1u824pa5fcluhq2hx5uv7eqrut6ts93uhaqs6tpn98lueguc6ew7z0,BOTH_EMURGO_SEEDS,1,1,19.9790000000000000,19.9790000000000000
stake1uxgtn25jq6a4h5jd78y00sszeedwrrcvfjcw0j6ktsjdlygw66kz6,BOTH_EMURGO_SEEDS,1,1,19.9434580000000000,19.9434580000000000
stake1ux7jtjgzefyw79rugmxtldmtafklwv6p6fw763pstjp8wnqpufvxl,BOTH_EMURGO_SEEDS,1,1,19.4507000000000000,19.4507000000000000
stake1uy853vphvd84g2cnff5gqcm2rta73j6ms7std3apvfy53dcprj2u6,BOTH_EMURGO_SEEDS,1,1,19.4364880000000000,19.4364880000000000
stake1u8jyqasn3alcwsmhupn9ys63su6pjcp7u8nqffakmzsx20s8xyalx,BOTH_EMURGO_SEEDS,1,1,19.4046210000000000,19.4046210000000000
stake1u9t9amfxutvkztcym4f0f6tjuke6z9lfs2tulgenvk6qm4qjpss8x,BOTH_EMURGO_SEEDS,1,1,19.1832750000000000,19.1832750000000000
stake1ux73s38d6ujynd28drydghpgvm3j5ytypstdwdqxzd9vrcg7agm26,BOTH_EMURGO_SEEDS,1,1,19.1822000000000000,19.1822000000000000
stake1u9fp0f7k4tcgx4vxg39yaezjskmguzxhdg7zec47dql9s3q276nsl,BOTH_EMURGO_SEEDS,1,1,19.1605880000000000,19.1605880000000000
stake1u9njhn5cs9v2ct8jgt0w8j9547htpsrljsqsqjmm6uc9smqzfx8nu,BOTH_EMURGO_SEEDS,1,1,19.1000000000000000,19.1000000000000000
stake1uyt4dzudpcqka09j0zvgd9ttrr7ycu4wqz5w2gpn5a6mxasxdgwux,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uxm2yeewkf4ge6asrpjh8wahnuxdgqxmnj23tl030y4a7rgl77v5n,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u9elaxelpe363arqmwn2lzud4f2nyjglzsgve2fhesuevzcmzylg8,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uycftr6xg9sq3x6wsnyqa65ww9g4j67dj0j0pk3qxks75scc7azm0,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uyxz7jlfgv8zyuz247t7r94dkvgstkj04zfu86ylxvwp92s8fnulx,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uxs2qmup35xsq0lt5t3vmt7afkp39fxhdgjkvfm4c80mqvg7pqsm7,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1ux25ewp7eh8qe4n7gu8nvy0arspj7sqczu0d74tdne3tv9q9pl8rj,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u8nh2hlhc40hp2eqnfml6r9zl4um2emqf2fevwds0gelmdczpm5v0,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u86qp9gva2unzmqjh3n3tu0us39z00pmgr7dc3e68hvfu5qzfjvkz,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u8c9uyhghg7dfz4hvjecufkmzmrxuapzw5nd7ckpmsguszgdek77n,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u969yjkesnrdahns6w7tuq07l3a9elk0fzlff996jzktm4qmc58qe,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uy8qcplel2dnswnycqw6s76k37r37trnphhl86d5e5f4m4c40gayx,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u8g0zyfhwaj5aj5rphqflmj020k2a5q2n0ru5lt8fj7304qnmgdem,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uxxpcd58ffucnc25qqj0jxuff7qu2a2tz37ckt7ufznn7nssp9trh,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u9gkx9trcq0egtccgks599v5254x3hy73z67spn38gzh2rshr9gqn,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u97xuhhey2tlhhmyme94chmfydgtsh2ymjtk7murqt3fgncjyn7k8,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u9zgcrtcc8yk4hpznxqp8eykjtwh6y4kj2f8g4z4e0dnftqgcz5jv,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u8jt2ne33y93cghqlxkl43mxpg2l68mt3cppprhjuat3k4cf7dr8c,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u9q6rkxeu9a29nqv8lgk2h3hef4s700j54sdd4cjed427nc26dvx0,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u9xxmcj9rjfud6fyq844rjvr0569kq9juz6cnlmw6gpyyesgzfmm6,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u9zvntkeweas32dtej4etd6zdzpkmv9gkqy407ker0t9zdsu7m9xs,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uy24r5h0ezv0xvapptcalfwwy0nz4vuyzd4akjnv77nc9ygsy88xh,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u8cv64umfnnelezl7qlw64sxnr6276m0v57vd5jfmqychuq4klsuh,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u8tx49cwfgvpawe00j6r6vyha6a236u2uz52h3spur776uqyanc6e,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u87fytadc2ytfzp75d36nws8lweul3he0t3fasysfnmxxwg6cpqdn,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u9k7pcvz2c5mx5g4dgnzk43xxzfeq3k43udc56w3hvrrvsg9s9vg3,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1u9c52z4mggr4lnxlcyy4xs3zey5dhafdahdzn7d8yxzl2hqxm3ste,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uxx8lgw6gt9r3cv0ukarzch0zggfr2a38432ddt6xmvka8qr2wn48,BOTH_EMURGO_SEEDS,1,1,19.0000000000000000,19.0000000000000000
stake1uxlgwfnf95n9952lmngsc9n64800xkd5pakgd962q2fpyvcrpxl64,BOTH_EMURGO_SEEDS,1,1,18.9800000000000000,18.9800000000000000
stake1u9cxnj28hcskuve5750n7vzha7mnlacrcx2ar33p3s6r62gkmcj7h,BOTH_EMURGO_SEEDS,1,1,18.9441190000000000,18.9441190000000000
stake1uyau80pkfmm20t4jf8vm5a6689qhkcrqckq5mhgsqjvk7zgp3r7hp,BOTH_EMURGO_SEEDS,1,1,18.8888880000000000,18.8888880000000000
stake1u9gn0d27lpkna9mkzywq4qkmgja2f78hsfysx9x4umj3xyg8sa0p7,BOTH_EMURGO_SEEDS,1,1,18.8801000000000000,18.8801000000000000
stake1uy0kvw3f4d7fxh3z4uv5ufr0he6dyxuut5nn9tqhx5v8esct3q0al,BOTH_EMURGO_SEEDS,1,1,18.5367040000000000,18.5367040000000000
stake1uy0tnwvajswycrk5kvetw98djsg88vendp9je50rq6qrpcc2lw8q6,BOTH_EMURGO_SEEDS,1,1,18.4467800000000000,18.4467800000000000
stake1u9s2zu6a5vdc58y53egs5xqae0jdzl3rrk7wmv97eqfm9mc5xfsm7,BOTH_EMURGO_SEEDS,1,1,18.3100330000000000,18.3100330000000000
stake1uxfdlan7397xegy7s3atav220aqmqkhu5g9q2g4r4nc72nc578k02,BOTH_EMURGO_SEEDS,1,1,18.2000000000000000,18.2000000000000000
stake1u8ple2yex6zsxlt36fua6avs0y8mg75lxa4a5hw036glapg0s6ses,BOTH_EMURGO_SEEDS,1,1,18.1000000000000000,18.1000000000000000
stake1u9qcm2m7c83mjqz6fxt2t8wcm4tmsu3srdrzjmef7ppdewcqjehp7,BOTH_EMURGO_SEEDS,1,1,18.0500000000000000,18.0500000000000000
stake1uyhkrlw625f2lz96yhlarppzcpgws86qqv93a6nghq4wm8gkp9kl3,BOTH_EMURGO_SEEDS,1,1,18.0225000000000000,18.0225000000000000
stake1uywzavgutrkkmf4tmk0vg60w7mmsqhyj0eualpyqev0tcwc65xzqt,BOTH_EMURGO_SEEDS,1,1,18.0000000000000000,18.0000000000000000
stake1uxys4ymr0n8u7z8vv95djm93zrvyucvezka3v5rq32gv3eqp8rlex,BOTH_EMURGO_SEEDS,1,1,17.9810000000000000,17.9810000000000000
stake1u907wwrczswhq53ndlm287dcchp3vz6yh9spmynfachw7xgxjz6ta,BOTH_EMURGO_SEEDS,1,1,17.9055690000000000,17.9055690000000000
stake1u88svjqxrre9c2cnxvhnfc4cq04qxfj7nxk7tqnsaj6e7tq42slj5,BOTH_EMURGO_SEEDS,2,2,17.8272390000000000,17.8272390000000000
stake1uxqyyesslrphxl6mlatdqqtcpmjd6rrcvf54l0pdcltavwg32ycg6,BOTH_EMURGO_SEEDS,3,3,17.8024740000000000,17.8024740000000000
stake1uymq7ar733dlzwuee6pmy4gtgapxw8jkp4z5drp4mgkllas47l9gr,BOTH_EMURGO_SEEDS,3,3,17.8024740000000000,17.8024740000000000
stake1ux0fuk78t3qrgeqzugt9a8sxaysa6vkp5c9ktpwhfek2zpgsrxswq,BOTH_EMURGO_SEEDS,1,1,17.7860000000000000,17.7860000000000000
stake1uy24l2wzlec8enuafs7r0ff002sflacms8dgjkr8wtrx29qprx5hs,BOTH_EMURGO_SEEDS,1,1,17.6095510000000000,17.6095510000000000
stake1u99kqevjdr4k24g2upl9896hrfpuhk6e4me6py8ksxyt54sp3p2pm,BOTH_EMURGO_SEEDS,1,1,17.3649210000000000,17.3649210000000000
stake1u8qymrxwkplnmg9caklc9y3f75evqhkeejqjprl27945r3cupeuye,BOTH_EMURGO_SEEDS,1,1,17.3132710000000000,17.3132710000000000
stake1u8rd9r6lr4clke7xyqs5ge6t86jmpue847p03yngkhzp0kcq99g9k,BOTH_EMURGO_SEEDS,2,2,17.1782230000000000,17.1782230000000000
stake1u9yp42z8d9zdgantpq7f0g4ft8cm2tsnn45p5d7tup3950gsm77ec,BOTH_EMURGO_SEEDS,1,1,17.0000000000000000,17.0000000000000000
stake1uy2f68ww3jhkjvdxa4dwlgejch9ms5zd59xfgpuy0umentq7ncwn3,BOTH_EMURGO_SEEDS,1,1,17.0000000000000000,17.0000000000000000
stake1ux3g964yrjeaqj9fj407mecrnaqyg2q7m2qad4mkxtgh2ngc9kx9k,BOTH_EMURGO_SEEDS,1,1,16.7900000000000000,16.7900000000000000
stake1uygvcwcf6en4namcg2krw65fpjzar9z57xdfr4n2p0333vcgxv6ne,BOTH_EMURGO_SEEDS,1,1,16.7545150000000000,16.7545150000000000
stake1u86mlcpaumdy25hm6pkvcwlpfcdtuv2y8ea6vzf5h6zx2egxrehg2,BOTH_EMURGO_SEEDS,1,1,16.7300000000000000,16.7300000000000000
stake1uxa2gnjgwu87jn5625az79qu66qxhqxnjqld9tcjgnrdcpc7vtglq,BOTH_EMURGO_SEEDS,1,1,16.7141510000000000,16.7141510000000000
stake1u8d07u5p46qsf5h38qy9xa5fmc0h9tnnx47suq6s7z3v7vqghe09q,BOTH_EMURGO_SEEDS,1,1,16.7000000000000000,16.7000000000000000
stake1u8k5zs5zxqxvx20fvm77e4zd22xw5wh054g6crryd34cadgh5wfxj,BOTH_EMURGO_SEEDS,1,1,16.6561460000000000,16.6561460000000000
stake1u9f22uuevhn05wnwzkdtq094u5x8kuhe46xfk4qmxe6nxpsvjlfak,BOTH_EMURGO_SEEDS,1,1,16.5474030000000000,16.5474030000000000
stake1u9sxq6eqaq2c8k907sh3cldyu3n59a9akny5lu5a7nz9ztg8m5w4p,BOTH_EMURGO_SEEDS,1,1,16.4000000000000000,16.4000000000000000
stake1uyt2z7pszr308zr6k0xpdxhh92ny23ga0htvtzgh75gnczq0m48q2,BOTH_EMURGO_SEEDS,1,1,16.1000000000000000,16.1000000000000000
stake1uy9fwerlxczum5udzjrf38587l639gkcnvv4k227m293r5q0403sf,BOTH_EMURGO_SEEDS,1,1,16.0829000000000000,16.0829000000000000
stake1u8fdaxxpyvnvpztvwje622n9hvkw0g8w8jy32n4dvwftnnsrt9f0e,BOTH_EMURGO_SEEDS,2,2,16.0000000000000000,16.0000000000000000
stake1u9vla5pxtqa70erystp7vftf0q24n8s7u64w5gr5dpkjg2qd0s6qm,BOTH_EMURGO_SEEDS,1,1,16.0000000000000000,16.0000000000000000
stake1u9f8nsqtdz69wcnwyfvd5wy6geryq29etv9524su69kv9gcvkyuju,BOTH_EMURGO_SEEDS,1,1,16.0000000000000000,16.0000000000000000
stake1uxzfpmumc8dglj4ssk7xl4f2ydeye2c5hcnwt4u96yljfcc5tg2mc,BOTH_EMURGO_SEEDS,1,1,15.9830000000000000,15.9830000000000000
stake1u9nd7qfztrmfgrntmkmhw8r8ng56e4n7nvktmn4hs7j5ncska9nl8,BOTH_EMURGO_SEEDS,1,1,15.9412610000000000,15.9412610000000000
stake1uxc3p739jh8hkchl7kl4p47q6kdvqtmxav6ks0ddvgnahcq4a4a8f,BOTH_EMURGO_SEEDS,1,1,15.8427250000000000,15.8427250000000000
stake1uxjt4k8sw6czydvh35zn6zazlmlzw7ejkzk20e83gekvg3qrz4azv,BOTH_EMURGO_SEEDS,1,1,15.8301430000000000,15.8301430000000000
stake1u8v4y7yqtt6h7ywkrlgk297xvfmz5jcvkd7fj3salzflx9cu2vl8g,BOTH_EMURGO_SEEDS,2,2,15.8257430000000000,15.8257430000000000
stake1uyxcnqrekmmmhahjvl7szr08kf86xp0l2d34n4y528cmp2slchvhu,BOTH_EMURGO_SEEDS,2,2,15.8257430000000000,15.8257430000000000
stake1u838z68hwdym6np6sw7zw998zktnr73k6fx0uswgx3ngrucu7k49k,BOTH_EMURGO_SEEDS,2,2,15.8256990000000000,15.8256990000000000
stake1u9whsfdccu6tvuydm46cvl0dzpsaepkzm8hcmzhg65tyfrsnse522,BOTH_EMURGO_SEEDS,1,1,15.5000000000000000,15.5000000000000000
stake1uxxl8tka2xutfq72z0w3897p557fflj68nc386wj2qyrx6camzfhq,BOTH_EMURGO_SEEDS,1,1,15.3533250000000000,15.3533250000000000
stake1uxzqa8uve877dxuy0a7h959k4rda5aerz93xd83j23cw2acwwnj9t,BOTH_EMURGO_SEEDS,1,1,15.3000000000000000,15.3000000000000000
stake1u9gxmtxt5x0h0wdl0k3vrlsewcf9uwehla8m6ew6skyvtzqq7x0cw,BOTH_EMURGO_SEEDS,1,1,15.1000000000000000,15.1000000000000000
stake1u9zxler4cgemykzw0yuljdkmqyhq6ctwwft6a7u8vcdu0zggz3649,BOTH_EMURGO_SEEDS,1,1,15.0000000000000000,15.0000000000000000
stake1u9ut5xqy222mmqd7f42ksk6ltz7ene8pfdaj2l5kk6yagxs8gr2cr,BOTH_EMURGO_SEEDS,2,2,15.0000000000000000,15.0000000000000000
stake1u9uszydwh7s3f9qur2jkzy2pmpmq8z867ghj0ex2tges82gl2ht0l,BOTH_EMURGO_SEEDS,1,1,15.0000000000000000,15.0000000000000000
stake1u8xqs5f3yu6y2swdjmz29xzfeqn6qwryzxt9qmya0rz6xhqrxw96a,BOTH_EMURGO_SEEDS,1,1,15.0000000000000000,15.0000000000000000
stake1uxmfxzekq9fmjcp0fr6m7z70ng04sjwsqftz0z2hkskytdccnldrk,BOTH_EMURGO_SEEDS,1,1,15.0000000000000000,15.0000000000000000
stake1u89c7cxs4rad0ed9eah4s7rhgthkc5wlzk7cl6wdkqrkx7g0dg2q6,BOTH_EMURGO_SEEDS,1,1,14.9840000000000000,14.9840000000000000
stake1uy7wn7q6lx3p2y5mpq9pq8ev9snjknqk5k8e8dpg6mkaengg40qu2,BOTH_EMURGO_SEEDS,1,1,14.9000000000000000,14.9000000000000000
stake1u9ccrpfv960ftq74v5sgstdk3mglg2j0twzzmauqpy04exc6lauhp,BOTH_EMURGO_SEEDS,1,1,14.8571210000000000,14.8571210000000000
stake1uxmrsq4ele6p73ex9j7nahcfutghhtlzct0as3m7yvcya7g7p9af6,BOTH_EMURGO_SEEDS,1,1,14.8018210000000000,14.8018210000000000
stake1u88kgcjdm0maep5gymx3mnl9cd7k0mtcta9m3vzp7gwa3zqfqq35e,BOTH_EMURGO_SEEDS,2,2,14.5981150000000000,14.5981150000000000
stake1uyqjamku0c0cjc45pr5fz4kahh8lkv74qesfl7pfawjhg7sw8gcd4,BOTH_EMURGO_SEEDS,1,1,14.5584880000000000,14.5584880000000000
stake1uxdkzjq9dk8c0hp27kpzmsvu4yfw8ctfuqxh8tfk9ruyxpczxxa2t,BOTH_EMURGO_SEEDS,1,1,14.1000000000000000,14.1000000000000000
stake1u9fa8k222rkjvx5k5d6rj9cf2gnsltlx9gf8y6atq8ku4wsxpqztm,BOTH_EMURGO_SEEDS,1,1,14.0000000000000000,14.0000000000000000
stake1uym3qtwh56gale6uz894egmmsg23r42wgmkma45t3y2fldcv9yh2j,BOTH_EMURGO_SEEDS,1,1,14.0000000000000000,14.0000000000000000
stake1uyayewu87ax5tz2dq9xxp45n7mp27l8lnqmugsvggqapydg0979zp,BOTH_EMURGO_SEEDS,1,1,14.0000000000000000,14.0000000000000000
stake1u9tzunxyzfvk4yw34jjd6v84ejrvdysxqrrxtnfsh5aaldg3ghltv,BOTH_EMURGO_SEEDS,1,1,14.0000000000000000,14.0000000000000000
stake1u99uxe5uvcmhayu6sxrrem9kdugvsvyn035fk5gepjez0lqryfprx,BOTH_EMURGO_SEEDS,1,1,14.0000000000000000,14.0000000000000000
stake1uyynl96ekz98amj5pus0t585wcd9wcdayzxkgrqvqgw4mestpzqhq,BOTH_EMURGO_SEEDS,1,1,14.0000000000000000,14.0000000000000000
stake1u9vqvquxdnjkcj8xa4wsfh3mlf6rlza8fcrhshjkvly8zscc4jrgt,BOTH_EMURGO_SEEDS,1,1,14.0000000000000000,14.0000000000000000
stake1ux4w0pludqheyjxwm6a5pcjafs5z742edsu4wn0sze4n4ec4xy5ug,BOTH_EMURGO_SEEDS,1,1,14.0000000000000000,14.0000000000000000
stake1u95sgmkxsf9dhh2m9cax5q3klshjr0csyhnxsakeyqn9lqqgn330u,BOTH_EMURGO_SEEDS,1,1,13.9850000000000000,13.9850000000000000
stake1u8sh0qv5ss6jsq6703lysg3dw8vqgw9gjnxeect6mvfh9ksl5zjt3,BOTH_EMURGO_SEEDS,1,1,13.4855000000000000,13.4855000000000000
stake1ux5jp9dd98fpgys2pujx5l7cun4x84cgnvjke4w8j3glp7gvmy3hu,BOTH_EMURGO_SEEDS,1,1,13.3787640000000000,13.3787640000000000
stake1u90937wzse75523w98ghxh43quc3ujfehvqgus59vua7j6swd92ke,BOTH_EMURGO_SEEDS,1,1,13.3436970000000000,13.3436970000000000
stake1u8j7kf2sygnar7dgpelmf40mk65hxpuehqkduuskd7lsqgcvd549d,BOTH_EMURGO_SEEDS,1,1,13.1620000000000000,13.1620000000000000
stake1u950ar2qjf38vpc5qk4sakecekdtxllk6cz55phu4f373pgczsph2,BOTH_EMURGO_SEEDS,1,1,13.1000000000000000,13.1000000000000000
stake1uxtxdsr2n33q080qjwjkt90ekkew9cq7shh7hj2prwcxkvsfadjrn,BOTH_EMURGO_SEEDS,1,1,13.0000000000000000,13.0000000000000000
stake1u90nnrx54kez744l7m8zm65zjsdsse484jxxj9cfjm694fql7stvc,BOTH_EMURGO_SEEDS,1,1,13.0000000000000000,13.0000000000000000
stake1u9gm98mhnywg8ngx2sc4n6mp2a9qqlyemg7fyecvxyl9urg76zevy,BOTH_EMURGO_SEEDS,1,1,13.0000000000000000,13.0000000000000000
stake1u8t2d795hsxuh0m0atajucf76fs54hus7v5pqxce0jdarcs4m388a,BOTH_EMURGO_SEEDS,1,1,12.7729600000000000,12.7729600000000000
stake1u8awhw2yv4v7rddpdjxy5398u0mwvtz5fncphlk4kx5kt2ct5gxa6,BOTH_EMURGO_SEEDS,1,1,12.7000000000000000,12.7000000000000000
stake1ux6gkvzgdardu5v5wsxznds42l4panceyut3702a49d3shgkyxtyw,BOTH_EMURGO_SEEDS,3,3,12.5687900000000000,12.5687900000000000
